iter	Logloss
685	0.221643215
686	0.2215087912
687	0.2214012529
688	0.2213203555
689	0.2212252716
690	0.2211027164
691	0.2209746909
692	0.2209152901
693	0.2207767538
694	0.2206959599
695	0.2205964665
696	0.2204403549
697	0.220390961
698	0.2202005877
699	0.2200499376
700	0.2200440653
701	0.2200051849
702	0.2198993878
703	0.2198098819
704	0.2197111871
705	0.2195383527
706	0.2193246081
707	0.2192211344
708	0.2191772564
709	0.2191175438
710	0.2190365564
711	0.2188933709
712	0.2187954034
713	0.2186493503
714	0.2185127651
715	0.2183966338
716	0.2183224805
717	0.2181444117
718	0.2180783153
719	0.2179449378
720	0.2177898899
721	0.2177409722
722	0.217616433
723	0.2174000989
724	0.2172394579
725	0.2172215302
726	0.2171897539
727	0.2170712802
728	0.2170230401
729	0.2169685528
730	0.2169554247
731	0.2169331524
732	0.2169224619
733	0.2168993527
734	0.2168409897
735	0.216707622
736	0.2165513324
737	0.2163672662
738	0.2163072329
739	0.2162735489
740	0.2161556891
741	0.2160871306
742	0.2160192483
743	0.2159364096
744	0.2158577506
745	0.2157874572
746	0.2157783073
747	0.2156259876
748	0.2155672253
749	0.2154599498
750	0.215432735
751	0.2153248364
752	0.2151393323
753	0.2150658899
754	0.2150220754
755	0.2149400965
756	0.2148597652
757	0.2147642169
758	0.2147132505
759	0.2145674648
760	0.214517149
761	0.2143966932
762	0.2143312043
763	0.2141875161
764	0.2140420969
765	0.2139573507
766	0.2139087439
767	0.2138055983
768	0.2137532361
769	0.2136185715
770	0.2135866857
771	0.2135211658
772	0.2134430973
773	0.2134052462
774	0.2133710403
775	0.2132646151
776	0.2132102393
777	0.2130894529
778	0.2130195936
779	0.2129525688
780	0.2129232459
781	0.2128118922
782	0.2127938717
783	0.2127349155
784	0.2126593202
785	0.2126162053
786	0.2125199572
787	0.2123558103
788	0.2123076113
789	0.2122254413
790	0.212117266
791	0.2120297947
792	0.2119785831
793	0.2118935586
794	0.2118041394
795	0.2116828485
796	0.211611549
797	0.2115091628
798	0.2114450438
799	0.2113384114
800	0.2113131768
801	0.2111772328
802	0.2110622604
803	0.2110341714
804	0.2109572782
805	0.2108606523
806	0.210833733
807	0.210681131
808	0.210631061
809	0.2105106349
810	0.2104569741
811	0.2103383795
812	0.2102470878
813	0.2100532991
814	0.2099231771
815	0.209779011
816	0.2097003044
817	0.2096087666
818	0.209502167
819	0.209405
820	0.2093756724
821	0.2093051576
822	0.2091987395
823	0.2091070183
824	0.2090508743
825	0.2089308795
826	0.208797086
827	0.2086700047
828	0.2085720128
829	0.2084430364
830	0.2083034247
831	0.2082269609
832	0.2081248923
833	0.2080518644
834	0.2080340264
835	0.2079529476
836	0.2078968334
837	0.2078454198
838	0.2077473554
839	0.2076618629
840	0.2075909486
841	0.2075702696
842	0.2075576617
843	0.2075019739
844	0.2073732516
845	0.2073637442
846	0.2072893784
847	0.2071581009
848	0.2071132611
849	0.2070324851
850	0.207019356
851	0.2069333118
852	0.2068585173
853	0.2067073592
854	0.2066641003
855	0.2065593876
856	0.206499547
857	0.2064955974
858	0.2063682387
859	0.2062401747
860	0.2061473867
861	0.2060960053
862	0.2060033737
863	0.2059744246
864	0.2058317551
865	0.2057963067
866	0.2056567672
867	0.2055677918
868	0.2054574093
869	0.2053188752
870	0.2052976198
871	0.2052101838
872	0.205183873
873	0.2051546958
874	0.2050829587
875	0.2048752656
876	0.20477374
877	0.2046885175
878	0.2045585974
879	0.2044632514
880	0.2044050921
881	0.2043241726
882	0.2042248518
883	0.2041649073
884	0.2041173987
885	0.2040473264
886	0.203883834
887	0.2037873047
888	0.2037449114
889	0.2036594228
890	0.20361152
891	0.2035084133
892	0.2034357126
893	0.2033650154
894	0.20332618
895	0.2031772726
896	0.203106763
897	0.203016114
898	0.2029653313
899	0.2029245451
900	0.2028208662
901	0.2027568615
902	0.2026892324
903	0.2025829949
904	0.2024646132
905	0.2024238362
906	0.2023822937
907	0.202360956
908	0.2022326601
909	0.2022016376
910	0.2020572265
911	0.2019964367
912	0.2019799927
913	0.2019261636
914	0.2018183994
915	0.2017576839
916	0.2016968173
917	0.20154097
918	0.2014537267
919	0.2013419529
920	0.2012363609
921	0.2010950004
922	0.2010130456
923	0.2009031028
924	0.2008218454
925	0.2007884267
926	0.2006728271
927	0.2005864574
928	0.2005113964
929	0.2003724074
930	0.2003214605
931	0.200212265
932	0.2000911048
933	0.1999938496
934	0.1998996345
935	0.1997873969
936	0.1997191938
937	0.1994953045
938	0.1994387235
939	0.1993434242
940	0.1992736897
941	0.1992433944
942	0.1991669895
943	0.1990541853
944	0.1989661544
945	0.1989095607
946	0.198860302
947	0.1988034441
948	0.198696013
949	0.1986084249
950	0.1985121201
951	0.1983730114
952	0.1982650569
953	0.198176103
954	0.1980432284
955	0.1979532871
956	0.1978930887
957	0.1978864523
958	0.1978277833
959	0.1977181763
960	0.1976751956
961	0.1976632647
962	0.1975813373
963	0.1974501638
964	0.1973462259
965	0.1972048637
966	0.1970804749
967	0.1969794951
968	0.1969141779
969	0.1968220985
970	0.1967073435
971	0.1965955822
972	0.1964122743
973	0.196303133
974	0.1961886601
975	0.1961562741
976	0.1961007724
977	0.1960197284
978	0.1959459362
979	0.1958641161
980	0.19571494
981	0.1956177592
982	0.1955381215
983	0.1954340039
984	0.1953430857
985	0.1952822786
986	0.1951593442
987	0.1950966784
988	0.1950372171
989	0.1949139413
990	0.1947999653
991	0.1946770173
992	0.1945549075
993	0.1944829694
994	0.1944070882
995	0.1943743678
996	0.1943178503
997	0.194191486
998	0.1941455756
999	0.1941045736
